ASSESSMENT_YEAR,COUNTY_NUMBER,PARCEL_NUMBER,DWELLING_NUMBER,OCCUPANCY_CODE,STORY_CONFIGURATION_CODE,STORY_HEIGHT,PREDOMINANT_ROOFING_MATERIAL,HEATING_SYSTEM_CODE,CENTRAL_AIR_CONDITIONING,NUMBER_OF_FINISHED_ROOMS,ATTIC_CODE,ATTIC_BASE_AREA,ATTIC_FINISHED_LIVING_AREA,BASEMENT_CODE,BASEMENT_BASE_AREA,BASEMENT_FINISHED_LIVING_AREA,CRAWL_SPACE_CODE,CRAWL_SPACE_BASE_AREA,FLOORS_TOTAL_BASE_AREA,FLOORS_TOTAL_FINISHED_LIV_AREA,TOTAL_BASE_VALUE,ROW_TYPE_ADJUSTMENT,UNFINISHED_INTERIOR_VALUE_ADJ,EXTRA_LIVING_UNITS_VALUE_ADJ,REC_ROOM_VALUE_ADJ,LOFT_VALUE_ADJ,FIREPLACE_VALUE_ADJ,NO_HEATING_VALUE_ADJ,AIR_CONDITIONING_VALUE_ADJ,NO_ELECTRICAL_VALUE_ADJ,PLUMBING_VALUE_ADJ,GARAGE_VALUE_ADJ,EXTERIOR_FEATURES_VALUE_ADJ,TOTAL_BEDROOMS,NUMBER_OF_FAMILY_ROOMS,NUMBER_OF_DINING_ROOMS,NUMBER_OF_FULL_BATHS,NUMBER_OF_HALF_BATHS,TOTAL_PLUMBING_FIXTURES,MASONRY_FIREPLACE_STACKS,MASONRY_FIREPLACE_OPENINGS,STEEL_FIREPLACE_STACKS,STEEL_FIREPLACE_OPENINGS,INTEGRAL_GARAGE,ATTACHED_GARAGE,ATTACHED_CARPORT,BASEMENT_GARAGE,GARAGE_CAPACITY_CARS,GARAGE_SQFT,IMPROVEMENT_INSTANCE_NUMBER,DWELLING_INSTANCE_NUMBER
2022,89,890523230112000021,,6,1,1.0,1,1,Y,4,0,0,0,0,0,0,4,700,700,700,74200,-5936,0,0,0,0,0,0,3600,0,,,2200,1,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,3,3
2022,89,890523230113000021,,1,1,1.0,1,1,Y,7,0,0,0,3,1280,0,1,428,1708,1708,146500,0,0,0,0,0,0,0,4000,0,4000.0,13400.0,9400,3,1,1,2,1,10,0,0,0,0,N,Y,N,N,2,400,1,1
2022,89,890523230114000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,3,1264,1897,1897,127600,0,0,0,0,0,0,0,4300,0,4000.0,15200.0,2700,3,0,1,2,1,10,0,0,0,0,N,Y,N,N,3,520,1,1
2022,89,890523230115000021,,1,1,1.0,1,1,Y,4,0,0,0,3,770,0,0,0,1162,1162,110500,0,0,0,0,0,0,0,3200,0,,16200.0,4400,2,0,0,1,0,5,0,0,0,0,N,Y,N,N,3,528,1,1
2022,89,890523230201000021,,1,1,1.0,1,1,Y,5,0,0,0,4,1148,0,0,0,1148,1148,116500,0,0,0,7100,0,0,0,3100,0,,9900.0,1300,3,0,0,1,0,5,0,0,0,0,N,Y,N,N,1,274,1,1
2022,89,890523230202000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1460,1460,1460,117100,0,0,0,0,0,4500,0,3600,0,1600.0,20500.0,4000,3,0,0,1,1,7,1,1,0,0,N,Y,N,N,3,672,1,1
2022,89,890523230203000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,3,1224,1524,1524,111200,0,0,0,0,0,0,0,3600,0,,16200.0,10800,3,0,1,1,0,5,0,0,0,0,N,Y,N,N,3,546,1,1
2022,89,890523230204000021,,1,1,1.0,1,1,Y,7,0,0,0,0,0,0,4,1616,1770,1770,122500,0,0,0,0,0,4700,0,4100,0,3200.0,15200.0,4000,4,0,1,2,0,9,0,0,1,1,N,Y,N,N,3,520,1,1
2022,89,890523230205000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,3,960,1272,1272,99000,0,0,0,0,0,0,0,3300,0,,12600.0,3700,3,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,336,1,1
2022,89,890523230206000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1362,1362,1362,103000,0,0,0,0,0,4500,0,3500,0,1600.0,14300.0,0,3,1,0,1,1,7,1,1,0,0,N,Y,N,N,2,440,1,1
2022,89,890523230207000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1108,1108,1108,99700,0,0,0,0,0,0,0,3100,0,1600.0,15700.0,7600,2,0,1,1,1,7,0,0,0,0,N,Y,N,N,3,520,1,1
2022,89,890523230208000021,,1,1,1.0,1,1,Y,6,4,1120,1120,4,1120,0,0,0,1120,1120,133200,0,0,0,3000,0,0,0,3800,0,1600.0,15200.0,15700,3,0,1,1,1,7,0,0,0,0,N,Y,N,N,2,484,1,1
2022,89,890523230209000021,,1,1,1.0,1,1,Y,6,0,0,0,4,1288,0,0,0,1288,1288,135700,0,0,0,4500,0,4500,0,3300,0,1600.0,17800.0,2800,3,1,0,1,1,7,1,1,0,0,N,Y,Y,N,4,712,1,1
2022,89,890523230210000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1448,1448,1448,112000,0,0,0,0,0,4500,0,3500,0,,14300.0,11300,3,0,1,1,0,5,1,1,0,0,N,Y,N,N,2,440,1,1
2022,89,890523230211000021,,1,1,1.0,1,1,Y,7,0,0,0,0,0,0,4,1680,1680,1680,117500,0,0,0,0,0,4500,0,4000,0,1600.0,17700.0,1000,3,1,1,1,1,7,1,1,0,0,N,Y,Y,N,3,678,1,1
2022,89,890523230212000021,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,4,960,960,960,83100,0,0,0,0,0,0,0,0,0,,,3500,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523230213000021,,1,1,1.0,1,1,Y,6,0,0,0,4,1580,0,0,0,1580,1580,151100,0,0,0,9100,0,4500,0,3800,0,1600.0,15700.0,23500,3,0,1,1,1,7,1,1,0,0,N,Y,N,N,3,520,1,1
2022,89,890523230214000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1200,1200,1200,97600,0,0,0,0,0,0,0,3200,0,,15200.0,1900,3,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,480,1,1
2022,89,890523230215000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1596,1596,1596,113400,0,0,0,0,0,0,0,3800,0,2400.0,14300.0,10100,2,1,1,2,0,8,0,0,0,0,N,Y,N,N,2,460,1,1
2022,89,890523230216000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,3,1200,1508,1508,111700,0,0,0,0,0,0,0,3600,0,,,1400,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523230217000021,,1,1,1.0,1,1,Y,7,0,0,0,2,1082,0,1,513,1899,1899,153400,0,0,0,0,0,4500,0,4300,0,2400.0,15200.0,22300,4,0,1,2,0,8,1,1,0,0,N,Y,N,N,2,480,1,1
2022,89,890523230301000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1056,1056,1056,90200,0,0,0,0,0,0,0,3100,0,,15200.0,0,3,0,0,1,0,5,0,0,0,0,N,Y,N,N,2,480,1,1
2022,89,890523230302000021,,1,1,1.0,1,1,Y,7,0,0,0,4,1344,0,0,0,1344,1344,130100,0,0,0,4500,0,4500,0,3300,0,1600.0,15200.0,13500,3,1,1,1,1,7,1,1,0,0,N,Y,N,N,3,520,1,1
2022,89,890523230303000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1670,1670,1670,127000,0,0,0,0,0,0,0,4000,0,2400.0,41100.0,9200,3,0,1,2,0,8,0,0,0,0,N,Y,N,N,7,1316,1,1
2022,89,890523230304000021,,1,1,1.0,1,1,Y,6,0,0,0,4,2165,0,0,0,1989,1989,182100,0,0,0,0,0,4500,0,4400,0,2400.0,3700.0,24700,3,0,1,2,0,8,1,1,0,0,N,N,N,Y,2,450,1,1
2022,89,890523230305000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,3,1168,1652,1652,126200,0,0,0,0,0,4500,0,4000,0,1600.0,,15500,2,0,1,1,1,7,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523230306000021,,1,1,1.0,1,1,Y,7,0,0,0,3,1224,0,0,0,1512,1512,132200,0,0,0,4500,0,0,0,3600,0,1600.0,2700.0,7200,3,1,1,1,1,7,0,0,0,0,N,N,N,Y,1,200,1,1
2022,89,890523230307000021,,1,1,1.0,1,1,Y,7,0,0,0,0,0,0,4,1568,1568,1568,123200,0,0,0,0,0,4500,0,3800,0,2400.0,15700.0,3100,3,1,1,2,0,8,1,1,0,0,N,Y,N,N,2,484,1,1
2022,89,890523230308000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1326,1326,1326,105300,0,0,0,0,0,4500,0,3300,0,1600.0,13400.0,3900,3,0,1,1,1,7,1,1,0,0,N,Y,N,N,2,418,1,1
2022,89,890523230309000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,952,952,952,83100,0,0,0,0,0,0,0,2900,0,,13400.0,3400,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,392,1,1
2022,89,890523230310000021,,1,1,1.0,1,1,Y,6,0,0,0,2,708,0,2,708,1416,1416,136200,0,0,0,0,0,4500,0,3500,0,1600.0,13400.0,22300,3,0,1,1,1,7,1,1,0,0,N,Y,N,N,2,384,1,1
2022,89,890523230311000021,,1,1,1.0,1,1,N,6,0,0,0,0,0,0,0,0,1334,1334,95400,0,0,0,0,0,0,0,0,0,1600.0,14300.0,6300,3,0,1,1,1,7,0,0,0,0,N,Y,N,N,2,464,1,1
2022,89,890523230401000021,,1,1,1.0,1,1,N,6,0,0,0,0,0,0,4,1496,1496,1496,109000,0,0,0,0,0,0,0,0,0,,21700.0,15700,3,0,1,1,0,5,0,0,0,0,N,Y,N,N,4,768,1,1
2022,89,890523230402000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1378,1378,1378,103900,0,0,0,0,0,0,0,3500,0,2400.0,,7400,3,0,0,2,0,8,0,0,0,0,N,N,N,N,0,0,2,2
2022,89,890523230403000021,,1,1,1.0,1,1,Y,0,0,0,0,0,0,0,2,912,1488,1488,107500,0,0,0,0,0,0,0,3600,0,,20700.0,5200,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,4,720,1,1
2022,89,890523230404000021,,1,1,2.0,1,1,Y,8,0,0,0,0,0,0,0,0,2236,2236,125900,0,0,0,0,0,0,0,5400,0,4000.0,12600.0,3600,3,1,1,2,1,10,0,0,0,0,N,Y,N,N,2,364,1,1
2022,89,890523230405000021,,1,1,1.0,1,1,Y,8,0,0,0,0,0,0,4,1450,1450,1450,106900,0,0,0,0,0,4700,0,3600,0,3200.0,19600.0,7800,3,1,1,2,0,9,0,0,1,1,N,Y,N,N,3,660,1,1
2022,89,890523230406000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1304,1304,1304,110900,0,0,0,0,0,0,0,3300,0,1600.0,13600.0,5700,3,0,1,1,1,7,0,0,0,0,N,Y,N,N,2,400,1,1
2022,89,890523230407000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1216,1216,1216,106500,0,0,0,0,0,0,0,3200,0,,14700.0,6100,3,1,0,1,0,5,0,0,0,0,N,Y,N,N,2,440,1,1
2022,89,890523230408000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1396,1396,107900,0,0,0,0,0,0,0,3500,0,,13600.0,700,3,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,400,1,1
2022,89,890523230409000021,,1,1,1.0,1,1,Y,7,0,0,0,0,0,0,4,1652,1652,1652,116200,0,0,0,0,0,0,0,4000,0,2400.0,,8700,3,1,1,2,0,8,0,0,0,0,N,N,N,N,0,0,2,2
2022,89,890523230410000021,,1,1,1.0,1,1,Y,7,0,0,0,0,0,0,4,1275,1275,1275,109400,0,0,0,0,0,0,0,3300,0,1600.0,18400.0,14100,3,1,1,1,1,7,0,0,0,0,N,Y,Y,N,4,708,1,1
2022,89,890523230411000021,,1,1,1.0,1,1,N,6,0,0,0,4,1160,0,0,0,1160,1160,118000,0,0,0,0,0,0,0,0,0,1600.0,3600.0,0,3,1,0,1,1,7,0,0,0,0,N,N,Y,N,2,312,1,1
2022,89,890523230412000021,,1,1,1.0,1,1,N,5,0,0,0,0,0,0,4,1192,1192,1192,105000,0,0,0,0,0,0,0,0,0,1600.0,15700.0,2400,3,1,0,1,1,7,0,0,0,0,N,Y,N,N,3,520,1,1
2022,89,890523230414000021,,1,1,1.0,1,1,N,6,0,0,0,0,0,0,4,1144,1144,1144,93700,0,0,0,0,0,0,0,0,0,,15200.0,1100,3,1,0,1,0,5,0,0,0,0,N,Y,N,N,2,480,1,1
2022,89,890523230501000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1222,1222,1222,97400,0,0,0,0,0,0,0,3200,0,2400.0,,7000,3,0,0,2,0,8,0,0,0,0,N,N,N,N,0,0,2,2
2022,89,890523230502000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1176,1176,1176,103600,0,0,0,0,0,4500,0,3200,0,,16800.0,12600,2,0,1,1,0,5,1,1,0,0,N,Y,N,N,3,528,1,1
2022,89,890523230503000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,0,0,1506,1506,101900,0,0,0,0,0,4500,0,3600,0,1600.0,11500.0,3300,3,1,0,1,1,7,1,1,0,0,N,Y,N,N,2,312,1,1
2022,89,890523230504000021,,1,1,1.0,4,1,Y,7,0,0,0,0,0,0,4,1722,1722,1722,122100,0,0,0,0,0,4700,0,4000,0,,14300.0,8900,4,1,0,1,0,5,0,0,1,1,N,Y,N,N,2,440,1,1
2022,89,890523230505000021,,1,1,2.0,2,1,Y,8,0,0,0,3,712,0,1,215,1689,1689,137100,0,0,0,0,0,0,0,4000,0,2400.0,,9700,3,1,0,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523230506000021,,1,1,1.0,1,1,Y,6,0,0,0,0,0,0,4,1432,1432,1432,105800,0,0,0,0,0,4500,0,3500,0,1600.0,18600.0,15300,3,0,1,1,1,7,1,1,0,0,N,Y,N,N,3,576,1,1
2022,89,890523230507000021,,1,1,1.0,1,1,Y,7,0,0,0,4,1318,0,0,0,1318,1318,136900,0,0,0,4500,0,4500,0,3300,0,3200.0,15700.0,10600,2,1,1,2,0,9,1,1,0,0,N,Y,N,N,2,484,1,1
2022,89,890523230508000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1178,1178,1178,103600,0,0,0,0,0,0,0,3200,0,,14700.0,1800,2,0,1,1,0,5,0,0,0,0,N,Y,N,N,2,440,1,1
2022,89,890523230509000021,,1,1,1.0,1,1,Y,5,0,0,0,4,1176,0,0,0,1176,1176,118100,0,0,0,0,0,0,0,3200,0,,11500.0,10400,3,0,0,1,0,5,0,0,0,0,N,Y,N,N,2,308,1,1
2022,89,890523300101000021,,1,1,2.0,1,1,Y,6,1,459,0,4,966,0,0,0,1425,1425,136800,0,0,0,0,0,0,0,3500,0,2400.0,,12800,3,0,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523300103000021,,1,1,2.0,4,1,Y,8,0,0,0,4,988,0,0,0,1976,1976,146800,0,0,8800,0,0,0,0,4500,0,,,14500,4,0,0,2,0,10,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523300113000021,,1,1,1.0,1,1,Y,7,1,728,0,2,728,0,2,504,1232,1232,123300,0,0,0,0,0,0,0,3700,0,,,1800,3,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523300113000021,,1,1,1.0,1,5,N,3,0,0,0,0,0,0,0,0,338,338,40700,0,0,0,0,0,0,0,0,0,,,0,1,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,4,4
2022,89,890523300114000021,,1,1,1.0,1,1,N,5,0,0,0,4,1014,0,0,0,1014,1014,116700,0,0,0,5200,0,4500,0,0,0,,28700.0,20200,2,0,1,1,0,5,1,1,0,0,N,Y,N,N,5,1050,1,1
2022,89,890523300115000021,,1,1,1.0,1,1,Y,5,4,720,720,4,720,0,0,0,720,720,100200,0,0,0,0,0,0,0,4100,0,,,3500,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523300116000021,,1,1,1.0,1,1,Y,7,0,0,0,4,2191,1410,0,0,1614,1614,195300,0,0,0,0,0,4500,0,3800,0,5600.0,25500.0,8900,3,1,1,3,0,12,1,1,0,0,N,Y,N,Y,5,975,1,1
2022,89,890523300117000021,,6,1,1.0,1,1,Y,5,0,0,0,3,714,0,1,372,1086,1086,110300,-5515,0,0,0,0,0,0,3100,0,,3100.0,2200,2,0,1,1,0,5,0,0,0,0,N,N,Y,N,1,264,1,1
2022,89,890523300117000021,,6,1,1.0,1,1,Y,5,0,0,0,3,714,0,1,372,1086,1086,110300,-5515,0,0,0,0,0,0,3100,0,,3100.0,2200,2,0,1,1,0,5,0,0,0,0,N,N,Y,N,1,264,2,2
2022,89,890523300118000021,,1,1,1.0,1,1,Y,4,1,840,0,4,952,0,1,112,1224,1224,125300,0,0,0,0,0,0,0,3200,0,,2700.0,6900,2,0,0,1,0,5,0,0,0,0,N,N,N,Y,1,200,1,1
2022,89,890523300119000021,,1,1,1.0,1,1,Y,6,0,0,0,4,996,0,0,0,1692,1692,129700,0,0,0,0,0,4500,0,4200,0,1600.0,12600.0,14700,3,1,0,1,1,7,1,1,0,0,N,Y,N,N,2,336,1,1
2022,89,890523300208000021,,1,1,1.0,1,1,Y,5,1,930,0,3,698,0,1,232,1028,1028,113200,0,0,0,0,0,0,0,2900,0,,,6700,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523300209000021,,1,1,1.0,1,1,N,4,0,0,0,4,768,0,0,0,768,768,89700,0,0,0,0,0,0,0,0,0,,,3600,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523300211000021,,1,1,1.0,1,1,N,5,1,540,0,2,540,0,2,360,900,900,102700,0,0,0,0,0,0,0,0,0,,,1000,2,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310104000021,,1,1,2.0,1,1,Y,7,0,0,0,3,876,0,1,456,2244,2244,161600,0,0,0,0,0,0,0,4800,0,1600.0,,12800,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310108000021,,1,1,1.0,1,1,Y,9,0,0,0,1,355,0,3,1065,2840,2840,170300,0,0,0,0,0,0,0,4700,0,-800.0,,24800,3,1,0,0,1,4,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310109000021,,2,1,2.0,1,1,Y,7,0,0,0,2,905,0,2,703,2588,2588,194500,0,0,0,0,0,4500,0,5400,0,1600.0,,18400,2,1,1,1,1,7,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310110000021,,1,1,1.0,1,1,Y,7,0,0,0,0,0,0,4,2201,2201,2201,149800,0,0,0,0,0,4500,0,4700,0,,,18700,3,1,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310112000021,,1,1,2.0,1,1,N,8,1,520,0,3,1044,0,1,348,2004,2004,164400,0,0,0,0,0,0,0,0,0,2400.0,,8300,3,1,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310122000021,,1,1,1.0,1,1,Y,8,0,0,0,4,1620,0,0,0,2780,2780,188200,0,0,0,0,0,8000,0,4900,0,4000.0,,11000,3,1,1,2,1,10,1,2,0,0,N,N,N,N,0,0,1,1
2022,89,890523310123000021,,1,1,2.0,1,1,N,12,0,0,0,1,342,0,3,1028,2378,2378,159000,0,0,8800,0,0,0,0,0,0,,,11700,6,1,2,2,0,10,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310124000021,,1,1,1.0,1,1,Y,8,0,0,0,1,561,0,3,995,2372,2372,157900,0,0,0,0,0,4500,0,4600,0,1600.0,,8100,3,0,1,1,1,7,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310125000021,,1,1,2.0,1,1,Y,6,1,224,0,1,303,0,3,909,1680,1680,140700,0,0,0,0,0,0,0,4100,0,1600.0,,11400,3,0,1,1,1,7,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310126000021,,1,1,1.0,1,1,N,7,0,0,0,1,369,0,3,1107,2532,2532,155800,0,0,0,0,0,4500,0,0,0,1600.0,11500.0,13500,3,1,2,1,1,7,1,1,0,0,N,Y,N,N,1,276,1,1
2022,89,890523310127000021,,1,1,2.0,2,1,N,14,4,372,372,2,792,0,2,792,2452,2452,179700,0,0,26400,0,0,0,0,0,0,-1600.0,,14100,4,0,0,4,0,18,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310128000021,,1,1,1.0,1,1,Y,7,0,0,0,4,1320,0,0,0,2520,2520,161700,0,0,0,0,0,0,0,4400,0,1600.0,11500.0,16100,4,0,1,1,0,7,0,0,0,0,N,Y,N,N,1,288,1,1
2022,89,890523310129000021,,1,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,1152,1152,1152,93700,0,0,0,0,0,4700,0,3200,0,,11500.0,1400,3,0,0,1,0,5,0,0,1,1,N,Y,N,N,1,288,1,1
2022,89,890523310130000021,,1,1,2.0,1,1,Y,8,0,0,0,1,340,0,3,1020,2720,2720,192200,0,0,0,0,0,4500,0,5200,0,2400.0,,8000,3,1,1,2,0,8,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310131000021,,1,1,1.0,1,1,Y,5,0,0,0,4,1288,0,0,0,1288,1288,126000,0,0,0,2400,0,0,0,3300,0,1600.0,11500.0,16100,3,0,0,1,1,7,0,0,0,0,N,Y,N,N,2,312,1,1
2022,89,890523310132001021,,6,1,1.0,1,1,Y,5,0,0,0,0,0,0,4,720,720,720,68800,-3440,0,0,0,0,0,0,3600,0,,,500,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310132001021,,6,1,1.0,3,4,N,5,0,0,0,0,0,0,4,720,720,720,68800,-3440,0,0,0,0,0,0,0,0,,,500,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,2,2
2022,89,890523310133000021,,1,1,2.0,1,1,N,5,1,1088,0,1,544,0,3,1048,2680,2680,180700,0,0,0,0,0,0,0,0,0,,,9000,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310134000021,,1,1,1.0,1,1,Y,5,0,0,0,1,196,0,3,886,1082,1082,103900,0,0,0,0,0,0,0,3100,0,,2500.0,4900,2,0,1,1,0,5,0,0,0,0,N,N,Y,N,1,216,1,1
2022,89,890523310135000021,,1,1,2.0,1,1,Y,8,1,336,0,4,1076,0,0,0,1816,1816,149800,0,0,8800,0,0,4500,0,4200,0,,,10300,4,0,1,1,0,10,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310136000021,,1,1,2.0,1,1,N,7,0,0,0,2,536,0,2,536,2144,2144,149400,0,0,0,0,0,0,0,0,0,2400.0,,30400,4,0,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310137000021,,1,1,2.0,1,1,N,6,0,0,0,1,136,0,3,889,1569,1569,129500,0,0,0,0,0,0,0,0,0,,,4300,3,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310138000021,,1,1,1.0,1,1,Y,7,0,0,0,2,588,0,2,588,2352,2352,148200,0,0,0,0,0,0,0,4300,0,,,16500,3,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310140000021,,1,1,1.0,3,4,Y,7,0,0,0,0,0,0,4,2166,2166,0,142200,0,-43100,0,0,0,0,0,4700,0,2400.0,,0,3,0,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310204000021,,1,1,2.0,1,1,N,6,1,294,0,1,244,0,3,1316,2187,2187,161300,0,0,8800,0,0,0,0,0,0,-800.0,,15600,3,0,1,2,0,9,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310204000021,,1,1,1.0,1,1,N,4,0,0,0,0,0,0,4,768,768,768,71900,0,0,0,0,0,0,0,0,0,,,2200,1,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,3,3
2022,89,890523310205000021,,1,1,2.0,1,1,Y,8,1,624,0,1,117,0,4,1375,1960,1960,153300,0,0,0,0,0,4500,0,4500,0,800.0,,1500,3,1,1,1,0,6,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310207000021,,2,1,1.0,1,1,Y,7,0,0,0,4,1074,0,0,0,1890,1890,140200,0,0,8800,0,0,4500,0,3900,0,,,8600,3,1,1,2,0,10,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310208000021,,2,1,1.0,1,1,Y,8,0,0,0,4,1129,0,0,0,1829,1829,140400,0,0,8800,0,0,8000,0,3800,0,,,8600,3,1,1,2,0,10,1,2,0,0,N,N,N,N,0,0,1,1
2022,89,890523310209000021,,6,1,1.0,1,1,N,5,0,0,0,0,0,0,0,0,832,832,77000,-6160,0,0,0,0,0,0,0,0,,,0,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310209000021,,6,1,1.0,1,1,N,5,0,0,0,0,0,0,0,0,832,832,77000,-6160,0,0,0,0,0,0,0,0,,,0,2,0,1,1,0,5,0,0,0,0,N,N,N,N,0,0,2,2
2022,89,890523310212000021,,1,1,1.0,1,1,Y,7,4,432,324,1,432,0,3,768,1968,1968,157600,0,0,0,0,0,0,0,4200,0,,,5300,3,0,0,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310213000021,,1,1,1.0,1,1,N,6,0,0,0,2,1048,0,2,1048,2096,2096,172100,0,0,0,0,0,8000,0,0,0,2400.0,,4900,2,1,1,2,0,8,1,2,0,0,N,N,N,N,0,0,1,1
2022,89,890523310214000021,,1,1,1.0,4,1,Y,7,0,0,0,3,795,0,1,265,1832,1832,137000,0,0,8800,0,0,4500,0,3900,0,-800.0,,26400,3,1,1,2,0,9,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310215000021,,1,1,2.0,1,1,Y,7,1,808,0,3,768,0,1,404,2000,2000,157100,0,0,0,0,0,0,0,4500,0,2400.0,,14400,4,0,1,2,0,8,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310216000021,,1,1,2.0,1,1,Y,7,0,0,0,2,490,0,2,448,1386,1386,125400,0,0,0,0,0,0,0,4100,0,,,13200,3,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310217000021,,1,1,2.0,1,1,N,7,0,0,0,1,273,0,3,819,2184,2184,156000,0,0,0,0,0,4500,0,0,0,2400.0,,8300,4,1,1,2,0,8,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310218000021,,1,1,1.0,1,1,Y,6,0,0,0,1,228,0,3,682,1310,1310,111700,0,0,0,0,0,0,0,3800,0,,,16700,2,1,1,1,0,5,0,0,0,0,N,N,N,N,0,0,1,1
2022,89,890523310220000021,,1,1,1.0,1,1,N,6,1,768,0,2,462,0,2,462,924,924,103600,0,0,0,0,0,4500,0,0,0,,,6400,2,1,1,1,0,5,1,1,0,0,N,N,N,N,0,0,1,1
2022,89,890523310221000021,,1,1,2.0,1,1,Y,12,0,0,0,2,832,0,2,748,2412,2412,169800,0,0,0,0,0,0,0,5100,0,3200.0,,11700,4,1,1,2,0,9,0,0,0,0,N,N,N,N,0,0,1,1
